gd_discipline;gd_discipline_lib;discipline;discipline_lib;sect_disciplinaire;sect_disciplinaire_lib;serie_bac;serie_bac_lib;age_au_bac;age_au_bac_lib;sexe;sexe_lib;mention_bac;mention_bac_lib;cohorte_passage;effectif_neobacheliers_passage;passage_en_l2_1_an;redoublement_en_l1;passage_en_l2_2_ans;passage_en_l2_1_2_ans;reorientation_en_dut_1_an;reorientation_en_dut_2_ans;reorientation_en_dut;cohorte_reussite;effectif_neobacheliers_reussite;reussite_3_ans;reussite_4_ans;reussite_3_4_ans
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;3;BAC S;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;3.0;3.0;0.0;3.0
LLSH;Lettres, langues et sciences humaines;05;Langues;24;Langues étrangères appliquées;4;BAC STMG;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;145.0;10.0;42.0;6.0;16.0;2.0;2.0;4.0;2012;228.0;11.0;11.0;22.0
LLSH;Lettres, langues et sciences humaines;05;Langues;25;Cultures et langues régionales;3;BAC S;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;;;;;;;;;2012;3.0;3.0;0.0;3.0
LLSH;Lettres, langues et sciences humaines;05;Langues;65;Pluridisciplinaire langues;2;BAC ES;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;4.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;2012;7.0;2.0;2.0;4.0
LLSH;Lettres, langues et sciences humaines;05;Langues;65;Pluridisciplinaire langues;6;BAC professionnel;R4;Non pris en compte;1;Homme;P;Passable deuxième groupe;2014;;;;;;;;;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;1;BAC L;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;5.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;3.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;2;BAC ES;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;4.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;26;Philosophie, épistémologie;4;BAC STMG;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;1;BAC L;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;62.0;12.0;24.0;8.0;20.0;0.0;0.0;0.0;2012;36.0;4.0;3.0;7.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;1;BAC L;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;80.0;26.0;24.0;11.0;37.0;0.0;0.0;0.0;2012;53.0;8.0;7.0;15.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;2;BAC ES;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;324.0;197.0;67.0;42.0;239.0;9.0;1.0;10.0;2012;256.0;139.0;38.0;177.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;2;BAC ES;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;323.0;145.0;103.0;49.0;194.0;7.0;2.0;9.0;2012;271.0;93.0;45.0;138.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;2;BAC ES;R1;En retard d'un an;1;Homme;B;Bien;2014;9.0;7.0;2.0;1.0;8.0;0.0;1.0;1.0;2012;10.0;7.0;2.0;9.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;2;BAC ES;R1;En retard d'un an;2;Femme;C;Assez bien;2014;31.0;19.0;4.0;4.0;23.0;0.0;0.0;0.0;2012;32.0;20.0;5.0;25.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;2;BAC ES;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;5.0;3.0;1.0;1.0;4.0;0.0;0.0;0.0;2012;3.0;3.0;0.0;3.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;3;BAC S;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;75.0;66.0;3.0;2.0;68.0;0.0;0.0;0.0;2012;32.0;25.0;1.0;26.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;7.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2012;4.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;4.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;27;Histoire;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;B;Bien;2014;3.0;2.0;1.0;1.0;3.0;0.0;0.0;0.0;2012;2.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;2;BAC ES;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;6.0;5.0;1.0;6.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;4;BAC STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;;;;;;;;;2012;10.0;1.0;1.0;2.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2012;4.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;29;Aménagement;4;BAC STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;1;BAC L;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;3;BAC S;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;6;BAC professionnel;R4;Non pris en compte;2;Femme;A;Très bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;6;BAC professionnel;R4;Non pris en compte;2;Femme;C;Assez bien;2014;4.0;2.0;1.0;1.0;3.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;31;Sciences religieuses;1;BAC L;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;1;BAC L;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;6.0;4.0;0.0;4.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;2;BAC ES;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;92.0;53.0;22.0;11.0;64.0;4.0;1.0;5.0;2012;71.0;32.0;11.0;43.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;2;BAC ES;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;269.0;222.0;16.0;12.0;234.0;3.0;1.0;4.0;2012;200.0;150.0;15.0;165.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;2;BAC ES;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;29.0;6.0;13.0;3.0;9.0;0.0;0.0;0.0;2012;41.0;8.0;3.0;11.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;1;BAC L;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;5.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;2012;13.0;3.0;0.0;3.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;1;BAC L;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;18.0;8.0;5.0;3.0;11.0;0.0;0.0;0.0;2012;25.0;8.0;3.0;11.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;2;BAC ES;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;17.0;4.0;8.0;3.0;7.0;1.0;0.0;1.0;2012;20.0;2.0;2.0;4.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;3;BAC S;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2012;6.0;3.0;1.0;4.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;3;BAC S;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;4.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;2012;4.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;19.0;4.0;6.0;1.0;5.0;0.0;0.0;0.0;2012;20.0;0.0;3.0;3.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;6;BAC professionnel;R4;Non pris en compte;2;Femme;C;Assez bien;2014;155.0;5.0;50.0;8.0;13.0;0.0;0.0;0.0;2012;82.0;2.0;3.0;5.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;6;BAC professionnel;R4;Non pris en compte;2;Femme;D;Passable premier groupe;2014;162.0;3.0;66.0;3.0;6.0;1.0;0.0;1.0;2012;134.0;1.0;2.0;3.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;34;Sciences de l'éducation;1;BAC L;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;3.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;2012;2.0;0.0;1.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;34;Sciences de l'éducation;1;BAC L;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;53.0;37.0;7.0;4.0;41.0;0.0;0.0;0.0;2012;8.0;7.0;0.0;7.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;34;Sciences de l'éducation;1;BAC L;R1;En retard d'un an;2;Femme;C;Assez bien;2014;8.0;5.0;2.0;0.0;5.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;34;Sciences de l'éducation;2;BAC ES;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;7.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;2012;4.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;34;Sciences de l'éducation;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;4.0;3.0;1.0;1.0;4.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;34;Sciences de l'éducation;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;34;Sciences de l'éducation;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;6.0;1.0;3.0;1.0;2.0;0.0;0.0;0.0;2012;7.0;1.0;1.0;2.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;34;Sciences de l'éducation;6;BAC professionnel;R4;Non pris en compte;2;Femme;D;Passable premier groupe;2014;28.0;3.0;12.0;0.0;3.0;0.0;0.0;0.0;2012;24.0;1.0;3.0;4.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;35;Sciences de l'information et la communication;2;BAC ES;R1;En retard d'un an;2;Femme;C;Assez bien;2014;20.0;17.0;2.0;2.0;19.0;0.0;0.0;0.0;2012;23.0;16.0;1.0;17.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;28;Géographie;3;BAC S;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;11.0;6.0;2.0;8.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;29;Aménagement;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;1;BAC L;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;2;BAC ES;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;4.0;2.0;2.0;1.0;3.0;0.0;0.0;0.0;2012;8.0;3.0;1.0;4.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;2;BAC ES;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;4.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;2;BAC ES;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;;;;;;;;;2012;2.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;31;Sciences religieuses;2;BAC ES;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;31;Sciences religieuses;2;BAC ES;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;43.0;16.0;7.0;2.0;18.0;0.0;0.0;0.0;2012;31.0;10.0;3.0;13.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;135.0;25.0;40.0;5.0;30.0;1.0;0.0;1.0;2012;121.0;14.0;8.0;22.0
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;32;Psychologie;6;BAC professionnel;R4;Non pris en compte;1;Homme;A;Très bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
LLSH;Lettres, langues et sciences humaines;06;Sciences humaines et sociales;33;Sociologie, démographie;1;BAC L;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;70.0;25.0;19.0;5.0;30.0;1.0;0.0;1.0;2012;71.0;16.0;9.0;25.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;3;BAC S;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;3;BAC S;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;4.0;3.0;1.0;1.0;4.0;0.0;0.0;0.0;2012;5.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;4;Mathématiques appliquées et sciences sociales;3;BAC S;R1;En retard d'un an;2;Femme;B;Bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;4;Mathématiques appliquées et sciences sociales;3;BAC S;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;4;Mathématiques appliquées et sciences sociales;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;12;Génie civil;2;BAC ES;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;12;Génie civil;3;BAC S;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;3.0;2.0;1.0;1.0;3.0;0.0;0.0;0.0;2012;1.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;12;Génie civil;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;5.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;2012;3.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;12;Génie civil;6;BAC professionnel;R4;Non pris en compte;1;Homme;P;Passable deuxième groupe;2014;5.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2012;4.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;13;Génie des procédés;3;BAC S;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;;;;;;;;;2012;1.0;1.0;0.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;13;Génie des procédés;3;BAC S;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;;;;;;;;;2012;2.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;14;Informatique;1;BAC L;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;;;;;;;;;2012;1.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;14;Informatique;1;BAC L;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;14;Informatique;1;BAC L;R1;En retard d'un an;1;Homme;B;Bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;14;Informatique;2;BAC ES;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;14;Informatique;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;9.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2012;7.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;14;Informatique;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;15;Électronique, génie électrique;3;BAC S;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;13.0;3.0;4.0;7.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;15;Électronique, génie électrique;3;BAC S;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;;;;;;;;;2012;2.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;15;Électronique, génie électrique;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;;;;;;;;;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;16;Technologie et sciences industrielles;1;BAC L;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;16;Technologie et sciences industrielles;2;BAC ES;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;16;Technologie et sciences industrielles;3;BAC S;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;21.0;8.0;8.0;6.0;14.0;0.0;0.0;0.0;2012;2.0;0.0;1.0;1.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;16;Technologie et sciences industrielles;3;BAC S;R1;En retard d'un an;2;Femme;A;Très bien;2014;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;41;Formation générale aux métiers de l'ingénieur;3;BAC S;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;92.0;45.0;24.0;17.0;62.0;4.0;2.0;6.0;2012;18.0;5.0;3.0;8.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;41;Formation générale aux métiers de l'ingénieur;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;41;Formation générale aux métiers de l'ingénieur;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;;;;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;42;Mathématique et informatique;6;BAC professionnel;R4;Non pris en compte;1;Homme;D;Passable premier groupe;2014;23.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;2012;27.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;3;BAC S;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;61.0;49.0;4.0;4.0;53.0;1.0;0.0;1.0;2012;65.0;33.0;11.0;44.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;3;BAC S;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;52.0;22.0;21.0;11.0;33.0;3.0;1.0;4.0;2012;79.0;22.0;20.0;42.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;4;BAC STMG;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;0.0;0.0;0.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012;8.0;1.0;3.0;4.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012;1.0;1.0;0.0;1.0
